Name,Categories,Rating,Address,Res_Latitude,Res_Longitude,Reviews,Distance,Phone,Closed,Price,Latitude,Longitude
Romeo,Italian,3.5,"6 place Victor Hugo, Paris",48.8700904193351,2.28500807246201,26,818.3104238796902,33145012222.0,False,€€€,48.865983,2.275725
Le Frankl'in,"French, Brasseries",3.0,"1 rue Benjamin Franklin, Paris",48.8589908246693,2.28471490023003,9,1018.3158308287956,33145206924.0,False,€€€,48.865983,2.275725
Madison Caffe,"Pizza, Italian, Breakfast & Brunch",3.5,"10 chaussée de la Muette, Paris",48.85834,2.27321,4,864.5416423231704,33145031484.0,False,€€€,48.865983,2.275725
Maison Privat,"Bakeries, Desserts, Sandwiches",5.0,"42 rue de l'Annonciation, Paris",48.8575475702466,2.27797269591115,1,952.2785359908548,NA,False,€€€,48.865983,2.275725
Via Di Roma,"Fast Food, Pizza",2.5,"52 Rue St Didier, Paris",48.867,2.28379,3,600.6612716192567,33145530651.0,False,€€€,48.865983,2.275725
I love Bo-Bun,Vietnamese,2.5,"3 rue Nicolo, Paris",48.858181,2.2806399,6,932.9930290686992,33140501368.0,False,€€,48.865983,2.275725
Les Antiquaires,Bistros,4.5,"13 rue du Bac, Paris",48.8580664639432,2.32823697067099,458,927.8432442582576,33142610836.0,False,€€€,48.853756,2.339096
Huguette,Seafood,4.0,"81 rue de Seine, Paris",48.8532753282413,2.337029,67,160.37814712741118,33143250028.0,False,€€,48.853756,2.339096
Maison Sauvage,"French, Breakfast & Brunch",4.0,"5 rue de Buci, Paris",48.85366,2.33806,62,74.50423512304938,33146342626.0,False,€€,48.853756,2.339096
L'Atlas,"French, Seafood",3.5,"11 rue Buci, Paris",48.853644,2.33762,99,108.6900621989902,33140512630.0,False,€€€,48.853756,2.339096
Café de Paris,Cafes,3.5,"10 rue de Buci, Paris",48.853873,2.337616,54,109.05040951264932,33146348411.0,False,€€,48.853756,2.339096
Culture Crêpes,Creperies,4.5,"26 rue Saint-André-des-Arts, Paris",48.8533962,2.3425902,45,258.77381466177746,33951377541.0,False,€,48.853756,2.339096
Café Malongo,Cafes,4.0,"50 rue Saint-André des Arts, Paris",48.853487,2.340656,50,117.9991639652032,33143264710.0,False,€€,48.853756,2.339096
Les Éditeur,"French, Lounges, Brasseries",3.5,"4 carrefour de l'Odéon, Paris",48.851994,2.338499,167,200.7116218515248,33143266776.0,False,€€€,48.853756,2.339096
Le Café Laurent,"Bars, Jazz & Blues, Cafes",5.0,"Hôtel d'Aubusson, Paris",48.85476,2.33948,18,113.14905427779767,33143290333.0,False,€€€,48.853756,2.339096
Le Néo Café,"French, Bars",3.5,"126 boulevard Saint-Germain, Paris",48.852482,2.339736,27,149.18501738764687,33974735519.0,False,€€€,48.853756,2.339096
Le Buci,Brasseries,3.0,"52 Rue Dauphine, Paris",48.8538316757026,2.3384380229985,59,48.860135043578246,33143266752.0,False,€€,48.853756,2.339096
Le Hibou,"Bistros, Bars",3.0,"16 carrefour de l'Odéon, Paris",48.8515168,2.338431,89,253.67345119301845,33143549691.0,False,€€€,48.853756,2.339096
Au Petit Suisse,"Brasseries, French",4.0,"16 rue de Vaugirard, Paris",48.84905,2.33901,120,523.299346109386,33143260381.0,False,€€,48.853756,2.339096
Le Pré aux Clercs,"French, Bars",3.5,"30 rue Bonaparte, Paris",48.8554,2.33383,79,426.9196009987697,33143544173.0,False,€€,48.853756,2.339096
Café Louise,"Cafes, Brasseries",4.0,"155 bd Saint Germain, Paris",48.853878376742,2.3321086257314,105,511.393471762502,33142228898.0,False,€€,48.853756,2.339096
Le Restaurant,"French, Breakfast & Brunch",4.5,"13 rue des Beaux-Arts, Paris",48.85635,2.33524,36,401.58421360154335,33144419901.0,False,€€€€,48.853756,2.339096
Les Deux Magots,Cafes,3.5,"6 place Saint-Germain des Prés, Paris",48.85389,2.33336,395,419.92113768900225,33145485525.0,False,€€€,48.853756,2.339096
Au Bougnat,French,4.0,"26 rue Chanoinesse, Paris",48.8543,2.35002,76,801.5440095335252,33143545074.0,False,€€€,48.853756,2.339096
Le Mabillon,Brasseries,2.5,"164 boulevard Saint-Germain, Paris",48.85333,2.33575,141,241.39067742475171,33143266293.0,False,€€€,48.853756,2.339096
Café Blanc,"French, Coffee & Tea, Breakfast & Brunch",4.5,"10 rue Croix des Petits Champs, Paris",48.8627362423863,2.339585,59,999.2184513343308,33142335585.0,False,€€€,48.853756,2.339096
Café de Flore,Cafes,3.5,"172 boulevard Saint-Germain, Paris",48.854161,2.332603,495,477.1718086737508,33145485526.0,False,€€€,48.853756,2.339096
Le Pré,"Cocktail Bars, Beer Bar, Cafes",5.0,"4 rue du Four, Paris",48.85301,2.33514,10,296.7491112650573,33140469322.0,False,€€€,48.853756,2.339096
Pizza Marinara,"Italian, Pizza",3.5,"46 rue Dauphine, Paris 06",48.8539593962627,2.33876401110755,20,33.19296638882502,33143264594.0,False,€€,48.853756,2.339096
Eric Kayser,"Bakeries, Sandwiches, Delicatessen",4.5,"8 rue Monge, Paris",48.848938,2.349609,136,937.39106845057,33144070142.0,False,€,48.853756,2.339096
Café Panis,Brasseries,3.5,"21 quai de Montebello, Paris",48.8522,2.34841,149,700.6850943209228,33143541971.0,False,€€,48.853756,2.339096
Le Relais Odéon,"Bistros, Cocktail Bars",3.5,"132 boulevard Saint Germain, Paris",48.852621,2.338988,72,126.43133244665944,33143298180.0,False,€€€,48.853756,2.339096
Le Prince Racine,"Cafes, Brasseries, French",4.5,"22 rue Monsieur le Prince, Paris",48.849857,2.339913,14,437.63124290927504,33143298335.0,False,€€€,48.853756,2.339096
Breakfast in America,"Breakfast & Brunch, Diners",4.0,"17 rue des Ecoles, Paris",48.847871903457,2.3510840228227,299,1094.2885895108464,33143545028.0,False,€€,48.853756,2.339096
Le Bar du Marché,Cafes,3.5,"75 Rue Seine, Paris",48.85385,2.33693,95,158.8054968565252,33143265515.0,False,€€,48.853756,2.339096
Mich Sandwiches,"Creperies, Sandwiches, Food Stands",4.5,"10 place St Michel, Paris",48.8533,2.34312,79,304.1413534904007,33606060606.0,False,€,48.853756,2.339096
Le Café Marly,French,3.0,"93 rue de Rivoli, Paris",48.862013,2.335925,335,947.0068433686112,33149260660.0,False,€€€,48.853756,2.339096
Nadia,"Creperies, French, Wine Bars",5.0,"94 bd Saint Germain, Paris",48.8512795,2.3440643,9,456.03708849404296,33146332290.0,False,€,48.853756,2.339096
MONK la Taverne de Cluny,"Beer Bar, Tapas Bars, Barbeque",3.5,"51 rue de la Harpe, Paris",48.85158,2.34388,18,428.15297121232186,33143542888.0,False,€€,48.853756,2.339096
Les Deux Palais,"Brasseries, Breakfast & Brunch",3.5,"3 boulevard du Palais, Paris",48.855103,2.346019,92,528.2106561397326,33143542086.0,False,€€€,48.853756,2.339096
La Taverne de Nesle,Brasseries,4.0,"22 rue Dauphine, Paris",48.8546,2.33921,4,94.24053913510794,33146348519.0,False,€€,48.853756,2.339096
La Grille Vintage,Brasseries,3.5,"14 rue Mabillon, Paris",48.85194,2.33524,40,346.9217608295327,33143541687.0,False,€€€,48.853756,2.339096
Le Zimmer,Cafes,3.5,"1 place du Châtelet, Paris",48.857806,2.346886,66,726.3999357125992,33142367403.0,False,€€€,48.853756,2.339096
La Crêperie,Creperies,4.0,"12 rue Soufflot, Paris",48.8468,2.34326,101,831.3012248102551,33143542280.0,False,€€,48.853756,2.339096
Café Cassette,"Breakfast & Brunch, French, Wine Bars",3.5,"73 rue de Rennes, Paris",48.85108,2.33069,70,683.2126129966372,33145485378.0,False,€€,48.853756,2.339096
Café Bords de Seine,"French, Cafes, Brasseries, Breakfast & Brunch",3.5,"1 place du Chatelet, Paris",48.85756272,2.34699379,52,731.527473932815,33142337927.0,False,€€,48.853756,2.339096
Le Bonaparte,"French, Cafes",3.5,"42 rue Bonaparte, Paris",48.8545,2.33362,79,409.0875380517515,33143264281.0,False,€€,48.853756,2.339096
La Fontaine Saint Michel,Brasseries,3.5,"11 place Saint-Michel, Paris",48.85314,2.343563,62,333.9369253563517,33143265431.0,False,€€,48.853756,2.339096
Le Choupinet,"Brasseries, French, Cafes",4.0,"58 boulevard Saint-Michel, Paris",48.8477332,2.340714,27,680.0691973394751,33142030993.0,False,€€€,48.853756,2.339096
Maison Rouge,Brasseries,3.5,"12-14 rue de la Ferronnerie, Paris",48.8604393,2.346665,34,926.7946094915824,33142211933.0,False,€,48.853756,2.339096
Le Départ Saint Michel,Brasseries,3.0,"1 place Saint-Michel, Paris",48.853547,2.344754,112,414.62919276960537,33143542455.0,False,€€,48.853756,2.339096
Restaurant du Musée d'Orsay,French,3.5,"1 rue de la Légion d'Honneur, Paris",48.860175,2.326074,75,1190.404962367449,33145494703.0,False,€€€,48.853756,2.339096
Le Quartier Général,"Bistros, Cafes",4.0,"82 boulevard Saint Germain, Paris",48.8508075903854,2.34569248898697,25,583.4612560372572,33143541456.0,False,€€€,48.853756,2.339096
Café Plume,Brasseries,3.5,"164 rue Saint-Honoré, Paris",48.862233,2.339744,30,943.811450756912,33142602766.0,False,€€,48.853756,2.339096
Le Bistrot Mazarin,Bistros,3.5,"42 rue Mazarine, Paris",48.855389,2.337643,17,210.42182090048496,33143299901.0,False,€€,48.853756,2.339096
Le Trait d'Union,French,3.5,"122 rue de Rennes, Paris",48.84677,2.32651,35,1197.1316699679712,33145487066.0,False,€€,48.853756,2.339096
Les Parigots,"Bars, Brasseries",4.0,"5 rue Château d'eau, Paris",48.86926,2.36183,81,272.3360346779786,33977789923.0,False,€€,48.867872,2.364898
La Marine,French,3.5,"55bis quai de Valmy, Paris",48.870604,2.36533366888659,135,305.3956513545622,33142396981.0,False,€€,48.867872,2.364898
Season,"Breakfast & Brunch, Vegetarian, American (Traditional)",3.5,"1 rue Charles François Dupuis, Paris",48.86518,2.36283,100,328.6046641879663,33967175297.0,False,€€,48.867872,2.364898
Kitchen,"Breakfast & Brunch, Vegetarian, Juice Bars & Smoothies",4.5,"74 rue des Gravilliers, Paris",48.864506,2.354586,230,842.0771203548444,33952551166.0,False,€€,48.867872,2.364898
Café Oberkampf,Cafes,4.5,"3 rue Neuve Popincourt, Paris",48.86469,2.37398,51,745.251225451068,NA,False,€€,48.867872,2.364898
Café République,Cafes,3.0,"9 place de la République, Paris",48.86671,2.363914,32,147.95706715856917,33142723144.0,False,€€,48.867872,2.364898
Mon Coco,Brasseries,3.5,"6 place de la République, Paris",48.866807,2.36527,15,121.5572324658772,33147004410.0,False,€€,48.867872,2.364898
Café Charlot,Cafes,3.5,"38 rue de Bretagne, Paris",48.8630405795265,2.36258512774969,136,563.2939058990962,33144540330.0,False,€€,48.867872,2.364898
IMA,Mediterranean,4.5,"39 quai de Valmy, Paris",48.86934,2.36638,15,188.29040644633127,33140364137.0,False,€€,48.867872,2.364898
Café Bonne Biere,"Brasseries, Bistros",4.0,"32 rue du Faubourg du Temple, Paris",48.8688999,2.36809,17,262.25811702425926,33143578496.0,False,€€,48.867872,2.364898
Au Métro,Brasseries,4.5,"19 rue de Malte, Paris",48.864421,2.368517,13,466.2176092151524,33147004876.0,False,€€,48.867872,2.364898
Indiana Café,"Burgers, American (Traditional), Breakfast & Brunch",2.5,"1 place de la République, Paris",48.86645,2.36462,76,159.47662307759222,33148878235.0,False,€€,48.867872,2.364898
Chez Justine,"French, Barbeque",3.5,"96 rue Oberkampf, Paris",48.865686,2.377854,147,978.3451172541668,33143574403.0,False,€€,48.867872,2.364898
Hôtel du Nord,French,3.5,"102 quai de Jemmapes, Paris",48.873494,2.364109,77,627.742817208283,33140407878.0,False,€€€,48.867872,2.364898
Café du Temple,"French, Brasseries, Breakfast & Brunch",2.5,"14 rue du Faubourg du Temple, Paris",48.8681488,2.3656499,20,74.48195814189015,33158303896.0,False,€€,48.867872,2.364898
Café Crème,"Breakfast & Brunch, Cafes",3.5,"4 rue Dupetit-Thouars, Paris",48.865016,2.362797,63,352.8577762204167,33142720406.0,False,€€,48.867872,2.364898
Le Plein Soleil,French,3.5,"90 avenue Parmentier, Paris",48.866447,2.374318,38,707.0047355889334,33148054106.0,False,€€,48.867872,2.364898
Le Temple d'Or,"Bars, Brasseries, French",3.5,"17 rue faubourg du Temple, Paris",48.868385,2.3659454,8,95.4697335739148,33144849827.0,False,€,48.867872,2.364898
Fluctuat Nec Mergitur,"Bars, Tapas/Small Plates, Bistros",3.0,"18 place de la République, Paris",48.8680038318633,2.36299160867929,7,140.21879242683374,33142064281.0,False,€€,48.867872,2.364898
Les Relais d'Alsace - Taverne Karlsbräu,"French, Brasseries",2.5,"6 Place de la République, Paris",48.8664207,2.3652301,22,142.25417264481592,33147004410.0,False,€€€,48.867872,2.364898
Au Grand Turenne,French,3.0,"27 bd du Temple, Paris",48.86514,2.36545,9,306.5070539365173,33142723405.0,False,€€,48.867872,2.364898
Maison Landemaine,"Bakeries, Salad, Sandwiches",4.5,"41 rue Oberkampf, Paris",48.8644770551965,2.37155862764912,14,616.3562004793475,33143578233.0,False,€€,48.867872,2.364898
Chez Jeanette,"Bars, French, Bistros",3.5,"47 rue du faubourg Saint-Denis, Paris",48.8716,2.35367,70,919.9093208680348,33147703089.0,False,€€,48.867872,2.364898
1K Paris Hotel,"Hotels, Bars, Restaurants",4.0,"13 boulevard du Temple, Paris",48.8639318,2.3658744,6,443.96343351584983,33142712000.0,False,€€€,48.867872,2.364898
Les Petits Tonneaux,Brasseries,4.0,"17 rue du Faubourg du Temple, Paris",48.86841,2.36596,8,108.4612803777756,33142459056.0,False,€,48.867872,2.364898
La Fontaine de Belleville,"Cafes, Bars, Sandwiches",4.0,"31 - 33 rue Juliette Dodu, Paris",48.87577,2.36856,16,926.1789414540024,33981755454.0,False,€€,48.867872,2.364898
McDonald's,"Fast Food, Burgers",2.5,"19 place de la République, Paris",48.86762,2.3624,16,186.6605038262938,33142729787.0,False,€€,48.867872,2.364898
Le Sully,"Bars, Brasseries",4.0,"13 rue du faubourg Saint-Denis, Paris",48.87029,2.35282,16,927.1294366568076,33177107470.0,False,€,48.867872,2.364898
Le Buffet de la Gare,"Bars, Cafes, Brasseries",4.0,"70 bd de Strasbourg, Paris",48.8752213,2.3578801,11,955.2920461306364,33146073605.0,False,€€,48.867872,2.364898
La Ville de Provins,Brasseries,4.5,"74 boulevard de Strasbourg, Paris",48.875575,2.358201,6,986.6520983567748,33146073360.0,False,€€,48.867872,2.364898
Café Chéri,"Bars, Music Venues, Cafes",3.5,"44 bd de la Villette, Paris",48.8741,2.3752399,62,1033.2453432578618,33142020205.0,False,€€,48.867872,2.364898
Origin Restaurant,"French, Wine Bars, Cocktail Bars",4.0,"40 Rue Rene Boulanger, Paris",48.86844,2.36089,2,299.88866165549814,33171183888.0,False,€€€,48.867872,2.364898
Café du Marché des Enfants Rouges,Cafes,4.0,"37 Rue Bretagne, Paris",48.8628,2.36262,46,597.2366369482637,33964130625.0,False,€€,48.867872,2.364898
Maison Landemaine,"Bakeries, Salad, Sandwiches",3.0,"180 rue du Temple, Paris",48.86694,2.3629,4,172.86359974705647,33143486336.0,False,€€,48.867872,2.364898
Le Napoléon,"French, Bars, Brasseries",3.5,"73 rue du Faubourg Saint-Denis, Paris",48.87289,2.35431,56,964.5208143500952,33147702136.0,False,€€,48.867872,2.364898
Le Comptoir des Archives,"Brasseries, Cocktail Bars",3.0,"41 rue des Archives, Paris",48.860003,2.3565253,37,1068.096273547352,33142721356.0,False,€€,48.867872,2.364898
La Terrasse des Archives,"Brasseries, French",3.5,"51 rue des Archives, Paris",48.861316188561,2.3579424358902,47,889.0226246677521,33142721757.0,False,€€,48.867872,2.364898
Mardin Çorba Salonu,"Turkish, Middle Eastern, Soup",4.5,"19 rue du Faubourg-Saint-Denis, Paris",48.87044,2.3529,10,927.4130186506876,NA,False,€,48.867872,2.364898
Chez XU,Chinese,4.0,"9 rue Volta, Paris",48.8650093,2.35693,15,667.6321698016384,33148870223.0,False,€,48.867872,2.364898
Mamie Burger,"Burgers, American (Traditional), Barbeque",3.5,"75 rue du Faubourg Saint-Denis, Paris",48.872991,2.354218,12,966.5041399163796,33986318610.0,False,€€,48.867872,2.364898
Bistrot du Centre,French,4.0,"131 rue Saint-Martin, Paris",48.860790359254,2.35130940171415,8,1268.1473474096065,33140299647.0,False,€€,48.867872,2.364898
Le Bouquet des Archives,Brasseries,4.0,"31 rue des Archives, Paris",48.85936,2.355931,22,1151.6151145121687,33142720849.0,False,€€,48.867872,2.364898
La Tour du Temple,"Cafes, French, Brasseries",3.5,"160 bis rue du Temple, Paris 03",48.865843,2.360881,13,370.49698863503255,33142721344.0,False,€€,48.867872,2.364898
Manfred,"Breakfast & Brunch, Cafes",3.0,"1 rue Réaumur, Paris",48.864656581569,2.3594469925726,48,535.5947448934281,33142789940.0,False,€€,48.867872,2.364898
Le Carillon,"Bars, Cafes",3.5,"18 rue Alibert, Paris",48.871632,2.367837,34,470.0614578382995,33142398188.0,False,€,48.867872,2.364898
Les Petites Canailles,French,3.5,"80 rue Amelot, Paris",48.8607241782034,2.36737402981832,24,815.2251656528493,NA,False,€€,48.867872,2.364898
Le Bistrot,Brasseries,3.5,"92 rue de Turenne, Paris",48.86171,2.36472,14,684.9143893974889,33142770986.0,False,€€,48.867872,2.364898
Le Progrès,Brasseries,3.5,"1 rue de Bretagne, Paris",48.861893,2.364118,44,667.3325190778546,33142720144.0,False,€€,48.867872,2.364898
McDonald's,"Burgers, Fast Food",2.5,"29 rue du Faubourg du Temple, Paris",48.86896,2.36776,3,240.98379036648225,33144527173.0,False,€€,48.867872,2.364898
Les Bains - La Salle à Manger,French,5.0,"7 rue du Bourg l'Abbé, Paris",48.8639183,2.352,2,1041.687637759817,33142770707.0,False,€€€€,48.867872,2.364898
Les Antiquaires,Bistros,4.5,"13 rue du Bac, Paris",48.8580664639432,2.32823697067099,458,516.166236209099,33142610836.0,False,€€€,48.856452,2.334852
Le Restaurant,"French, Breakfast & Brunch",4.5,"13 rue des Beaux-Arts, Paris",48.85635,2.33524,36,31.29529513011397,33144419901.0,False,€€€€,48.856452,2.334852
Huguette,Seafood,4.0,"81 rue de Seine, Paris",48.8532753282413,2.337029,67,387.4805308719385,33143250028.0,False,€€,48.856452,2.334852
Le Pré aux Clercs,"French, Bars",3.5,"30 rue Bonaparte, Paris",48.8554,2.33383,79,135.8954055370107,33143544173.0,False,€€,48.856452,2.334852
Les Deux Magots,Cafes,3.5,"6 place Saint-Germain des Prés, Paris",48.85389,2.33336,395,305.0736474092582,33145485525.0,False,€€€,48.856452,2.334852
Maison Sauvage,"French, Breakfast & Brunch",4.0,"5 rue de Buci, Paris",48.85366,2.33806,62,388.4714127246768,33146342626.0,False,€€,48.856452,2.334852
Café Louise,"Cafes, Brasseries",4.0,"155 bd Saint Germain, Paris",48.853878376742,2.3321086257314,105,349.5368696609147,33142228898.0,False,€€,48.856452,2.334852
Angelina,"Breakfast & Brunch, Tea Rooms, Patisserie/Cake Shop",4.0,"226 rue de Rivoli, Paris",48.865092,2.328464,1530,1068.3449493608907,33142608200.0,False,€€€,48.856452,2.334852
Café de Flore,Cafes,3.5,"172 boulevard Saint-Germain, Paris",48.854161,2.332603,495,303.25968723022976,33145485526.0,False,€€€,48.856452,2.334852
L'Atlas,"French, Seafood",3.5,"11 rue Buci, Paris",48.853644,2.33762,99,372.16246719021547,33140512630.0,False,€€€,48.856452,2.334852
Happy Caffé,"Creperies, Sandwiches",5.0,"214 rue de Rivoli, Paris",48.86476,2.329615,117,1000.0936732137324,33953529691.0,False,€,48.856452,2.334852
Café de Paris,Cafes,3.5,"10 rue de Buci, Paris",48.853873,2.337616,54,350.90380689866123,33146348411.0,False,€€,48.856452,2.334852
Balagan,"Middle Eastern, Cocktail Bars",4.5,"9 rue d'Alger, Paris",48.86543,2.32979,69,1071.1330174395966,33140207214.0,False,€€,48.856452,2.334852
Le Café Laurent,"Bars, Jazz & Blues, Cafes",5.0,"Hôtel d'Aubusson, Paris",48.85476,2.33948,18,391.8742623402394,33143290333.0,False,€€€,48.856452,2.334852
Café Blanc,"French, Coffee & Tea, Breakfast & Brunch",4.5,"10 rue Croix des Petits Champs, Paris",48.8627362423863,2.339585,59,779.859816572764,33142335585.0,False,€€€,48.856452,2.334852
Café de la Régence,French,4.0,"167 rue Saint-Honoré, Paris",48.863613,2.334516,46,796.6466410929579,33142604011.0,False,€€,48.856452,2.334852
Le Bonaparte,"French, Cafes",3.5,"42 rue Bonaparte, Paris",48.8545,2.33362,79,235.01876169192772,33143264281.0,False,€€,48.856452,2.334852
Culture Crêpes,Creperies,4.5,"26 rue Saint-André-des-Arts, Paris",48.8533962,2.3425902,45,660.2934948274066,33951377541.0,False,€,48.856452,2.334852
Loup,"French, Breakfast & Brunch",4.0,"44 rue du Louvre, Paris",48.863959,2.342631,60,1010.2698116744892,33142367323.0,False,€€€,48.856452,2.334852
Au Pied de Cochon,"Seafood, Brasseries",3.5,"6 rue Coquillière, Paris",48.863719,2.343711,372,1035.8433190674666,33140137700.0,False,€€€,48.856452,2.334852
Café Panis,Brasseries,3.5,"21 quai de Montebello, Paris",48.8522,2.34841,149,1097.5013879310325,33143541971.0,False,€€,48.856452,2.334852
Le Café Marly,French,3.0,"93 rue de Rivoli, Paris",48.862013,2.335925,335,623.319441083252,33149260660.0,False,€€€,48.856452,2.334852
Grand Hôtel du Palais Royal,"Hotels, Restaurants, Beauty & Spas",4.5,"4 rue de Valois, Paris",48.8631096,2.33779,20,778.0115932691587,33142961535.0,False,€€€,48.856452,2.334852
Au Petit Suisse,"Brasseries, French",4.0,"16 rue de Vaugirard, Paris",48.84905,2.33901,120,877.4899416038983,33143260381.0,False,€€,48.856452,2.334852
Le Mabillon,Brasseries,2.5,"164 boulevard Saint-Germain, Paris",48.85333,2.33575,141,350.1543157816473,33143266293.0,False,€€€,48.856452,2.334852
Les Éditeur,"French, Lounges, Brasseries",3.5,"4 carrefour de l'Odéon, Paris",48.851994,2.338499,167,562.9608101750157,33143266776.0,False,€€€,48.856452,2.334852
Eric Kayser,"Bakeries, Delicatessen, Sandwiches",4.0,"4 rue de l'Echelle, Paris",48.8636240129141,2.33409101177985,66,799.4323065250023,33140150131.0,False,€€,48.856452,2.334852
Le Pain Quotidien,"Breakfast & Brunch, Bakeries, Coffee & Tea",4.0,"25 rue de Varenne, Paris",48.85386,2.32417,62,828.4337292752839,33145440210.0,False,€€,48.856452,2.334852
Le Buci,Brasseries,3.0,"52 Rue Dauphine, Paris",48.8538316757026,2.3384380229985,59,392.086186900409,33143266752.0,False,€€,48.856452,2.334852
Le Pré,"Cocktail Bars, Beer Bar, Cafes",5.0,"4 rue du Four, Paris",48.85301,2.33514,10,379.7305574637164,33140469322.0,False,€€,48.856452,2.334852
Café Malongo,Cafes,4.0,"50 rue Saint-André des Arts, Paris",48.853487,2.340656,50,537.6045082259639,33143264710.0,False,€€,48.856452,2.334852
Le Nemours,Brasseries,3.5,"2 place Colette, Paris",48.863135,2.336537,73,753.2721838448438,33142613414.0,False,€€,48.856452,2.334852
Le Zimmer,Cafes,3.5,"1 place du Châtelet, Paris",48.857806,2.346886,66,893.189473493477,33142367403.0,False,€€€,48.856452,2.334852
Café Cassette,"Breakfast & Brunch, French, Wine Bars",3.5,"73 rue de Rennes, Paris",48.85108,2.33069,70,670.4717445291235,33145485378.0,False,€€,48.856452,2.334852
Café de Paris,Brasseries,4.0,"3 rue de l'Échelle, Paris",48.863662,2.33385,75,805.0594024518684,33142608426.0,False,€€,48.856452,2.334852
Café Bords de Seine,"French, Cafes, Brasseries, Breakfast & Brunch",3.5,"1 place du Chatelet, Paris",48.85756272,2.34699379,52,918.375537397208,33142337927.0,False,€€,48.856452,2.334852
L'Imprimerie,Cafes,4.0,"29 rue Coquillière, Paris",48.86413,2.3416,49,982.5265088308204,33145080708.0,False,€€,48.856452,2.334852
Le Bar du Marché,Cafes,3.5,"75 Rue Seine, Paris",48.85385,2.33693,95,326.8429977902307,33143265515.0,False,€€,48.856452,2.334852
Café Ruc,French,3.0,"159 rue St Honoré, Paris",48.86316,2.33551,119,747.448534616526,33142609754.0,False,€€€,48.856452,2.334852
Le Dali,French,4.0,"228 rue Rivoli, Paris",48.86516,2.32807,30,1103.049967055294,33144581044.0,False,€€€€,48.856452,2.334852
Restaurant du Musée d'Orsay,French,3.5,"1 rue de la Légion d'Honneur, Paris",48.860175,2.326074,75,764.042434323662,33145494703.0,False,€€€,48.856452,2.334852
Nadia,"Creperies, French, Wine Bars",5.0,"94 bd Saint Germain, Paris",48.8512795,2.3440643,9,886.0602363661543,33146332290.0,False,€,48.856452,2.334852
La Fregate,"French, Modern European, Seafood",3.5,"1 rue de Bac, Paris",48.85942,2.329265,87,525.333796678097,33142612377.0,False,€€,48.856452,2.334852
Le Choupinet,"Brasseries, French, Cafes",4.0,"58 boulevard Saint-Michel, Paris",48.8477332,2.340714,27,1060.1245279579953,33142030993.0,False,€€€,48.856452,2.334852
Maison Rouge,Brasseries,3.5,"12-14 rue de la Ferronnerie, Paris",48.8604393,2.346665,34,971.3124671094592,33142211933.0,False,€,48.856452,2.334852
Le Prince Racine,"Cafes, Brasseries, French",4.5,"22 rue Monsieur le Prince, Paris",48.849857,2.339913,14,821.5171414556005,33143298335.0,False,€,48.856452,2.334852
